/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_333_Nodule_1.png,190,131,213,154,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_334_Nodule_1.png,190,131,213,153,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_336_Nodule_1.png,193,129,221,152,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_337_Nodule_1.png,190,125,221,153,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_337_Nodule_2.png,105,143,132,167,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_338_Nodule_1.png,192,126,219,152,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_338_Nodule_2.png,106,139,129,164,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_339_Nodule_1.png,192,126,219,151,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_339_Nodule_2.png,106,139,129,164,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_340_Nodule_2.png,106,140,129,163,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_341_Nodule_2.png,105,138,128,163,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_342_Nodule_2.png,103,137,127,164,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_343_Nodule_2.png,102,137,127,164,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_344_Nodule_2.png,101,136,127,164,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_345_Nodule_2.png,96,136,127,164,tumor
/notebooks/VOLUME/LNDb/LNDb_png_space0_-1300_300/LNDb-0001-ZOOM/LNDb-0001-ZOOM_frame_346_Nodule_2.png,97,136,127,168,tumor
